timestamp,lin_acc_x,lin_acc_y,lin_acc_z
1523277766972,1.6738261,-3.9114962,-0.9016228
1523277766988,1.5416794,-3.4115229,-0.7236545
1523277767027,-0.23913193,1.0300431,0.48215842
1523277767039,-0.4920987,3.3339558,1.6101466
1523277767183,-0.67920375,3.9525104,1.7185316
1523277767195,-1.548299,6.468218,2.6582558
1523277767203,-0.776654,0.67448235,1.9768431
1523277767227,-0.09391546,-1.2039328,0.43662786
1523277767236,0.16574812,1.4075012,0.5379596
1523277767261,-0.5647831,2.2587109,1.5362583
1523277767285,-0.5019076,-2.6288347,-0.29579616
1523277767310,0.5240538,-8.312062,0.102137566
1523277767335,-0.25908995,-1.6823483,2.0199425
1523277767359,4.0165787,-7.76915,0.2966647
1523277767384,1.3852792,-7.044589,1.4938257
1523277767409,0.62726927,-4.6017923,0.14372456
1523277767433,0.9672942,-6.518276,1.0194767
1523277767458,1.0516791,-1.8400431,0.76309
1523277767495,0.118451595,1.4051285,0.35124928
1523277767520,-1.0431149,3.3708181,0.7511406
1523277767532,-0.85154307,3.6630325,-0.22767639
1523277767557,-0.7300563,1.9527025,0.14274317
1523277767588,-0.17953062,3.0723972,0.08356312
1523277767613,-0.8048401,5.1021676,0.59380776
1523277767636,-0.7543473,5.1755114,-0.11523688
1523277767661,0.6351795,1.8071203,1.2370018
1523277767685,-0.59691834,3.3657317,-0.34243366
1523277767710,-0.8037112,5.4662466,0.7318611
1523277767735,-1.2594872,4.2957993,-0.014675885
1523277767759,-0.6617296,1.2146797,0.83690125
1523277767796,-1.6228299,-7.981759,-3.330382
1523277767810,3.419515,-10.368385,-4.5315495
1523277767840,0.96736217,-5.209691,-1.3481679
1523277767860,-0.0884006,-2.6571493,-1.5352573
1523277767884,2.5830858,-2.9917612,-1.7710981
1523277767909,3.9421375,-6.189006,-4.0621176
1523277767934,3.4067264,-4.915351,-2.400255
1523277767959,-0.8899536,4.9618545,1.3363729
1523277767983,-3.3018777,6.044524,0.9563807
1523277768008,-3.1756718,5.9837227,0.7047224
1523277768032,-2.2395267,5.7946386,-0.38723683
1523277768057,-2.1176293,6.519328,0.8887763
1523277768091,-2.2409315,5.153822,2.8746698
1523277768107,-1.6164644,2.4150176,1.6670172
1523277768129,-0.9348376,0.47081566,2.3697996
1523277768154,-1.8579628,2.3133364,1.8281386
1523277768178,-1.4755926,4.9448395,0.79762304
1523277768203,-1.1305532,3.3880029,-1.321466
1523277768220,-0.19430363,-2.1300516,1.096461
1523277768243,2.9470346,-2.3709717,3.0481796
1523277768268,-0.39911163,-7.029608,-4.27938
1523277768293,9.010197,-10.210825,8.820627
1523277768322,4.0297155,-5.825718,-1.5180941
1523277768343,2.4735885,-4.504467,0.843014
1523277768374,-0.12624454,-3.249177,1.5452765
1523277768394,-1.8005729,-2.1042833,0.058188573
1523277768426,-0.560071,-2.0451431,-1.0009178
1523277768441,1.4516728,-0.07975674,-0.5799609
1523277768464,0.8727648,3.119967,-0.06301659
1523277768489,-1.0428255,5.8200693,0.3859791
1523277768512,-1.9498078,6.4444914,-0.17419574
1523277768537,-1.1180875,3.2867079,-0.29204643
1523277768562,1.1324501,1.5810695,0.7712345
1523277768588,0.58179045,3.635373,0.31385672
1523277768611,-0.5831375,3.7454934,0.6092618
1523277768637,-1.2327132,1.0571408,-0.21069092
1523277768673,-2.8636408,1.442378,-1.5855972
1523277768688,-0.36010242,-3.5144854,-1.5877185
1523277768712,1.286998,-8.729043,0.82467824
1523277768737,2.5455878,-7.4649124,-1.060899
1523277768761,0.17248678,-6.6199446,-4.436692
1523277768786,-0.30504107,-1.2300043,-3.14423
1523277768811,-1.6231384,-0.42777252,-4.537531
1523277768836,1.7027166,1.8025861,-1.6396804
1523277768861,2.0208433,3.201889,0.54865503
1523277768885,-0.09060383,4.407675,1.5961287
1523277768909,-2.4987352,6.4248495,1.816258
1523277768934,-4.1033254,6.333087,1.0454798
1523277768971,-4.7877207,6.1569996,1.4718707
1523277768985,-1.9037845,-1.4599419,1.5029976
1523277769011,1.5197204,-2.0050592,0.39835262
1523277769034,0.0051686764,1.0265274,1.463899
1523277769058,-2.5329907,3.9610229,1.2590868
1523277769082,-2.0202372,2.8518462,1.3986466
