timestamp,gyro_x,gyro_y,gyro_z
1523293354939,0.006924219,-0.0026631611,-0.021837922
1523293354942,0.006924219,-0.0026631611,-0.021837922
1523293354948,0.27057716,0.89375687,0.56485647
1523293354988,-0.17070863,0.6114618,0.40533313
1523293354992,-0.14674018,0.08948222,0.13582122
1523293355029,-0.96086854,-0.08042747,-0.76086515
1523293355033,-2.0762005,0.027164243,-1.6948358
1523293355069,-2.6336,0.21145499,-2.4519725
1523293355077,-2.375806,-2.4772725,-2.8367991
1523293355113,-3.1518512,-0.011717909,-2.843191
1523293355139,-3.3928673,0.9193232,-2.8897963
1523293355174,-2.9052424,0.06551377,-2.8386636
1523293355217,-2.2650185,-2.058091,-3.5254927
1523293355225,-2.1483722,-3.93775,-3.3409357
1523293355264,-1.8365159,-4.5801044,-2.1318605
1523293355270,-1.3630059,-4.0527987,-1.3118732
1523293355305,-0.62264705,-3.1116376,-0.64395237
1523293355313,0.48975533,-1.6410398,-0.33502567
1523293355346,1.2918994,-0.21997711,0.16831179
1523293355380,1.3510216,0.1965413,-0.02396845
1523293355414,1.2764531,1.009338,-0.4791027
1523293355419,1.6490294,-0.81545997,-0.41785
1523293355458,0.7534083,0.34301516,-0.6942861
1523293355495,0.76459354,1.355549,-0.94488955
1523293355501,1.371528,0.88470215,0.36085832
1523293355555,0.69055766,0.97471696,1.5331819
1523293355560,0.18508969,1.923335,1.0333065
1523293355595,0.90281165,3.2059133,1.4319818
1523293355618,1.4032196,3.1388018,1.6295882
1523293355621,1.5073493,2.6136262,1.336108
1523293355658,1.4008228,2.0932446,1.3749901
1523293355691,1.3528858,1.6048208,1.7864485
1523293355695,1.453287,1.0274476,2.0548952
1523293355746,1.568602,1.685781,2.0378509
1523293355779,1.7307885,1.5057513,1.805357
1523293355835,1.5078819,1.1286477,1.511344
1523293355839,1.4333134,1.3731259,1.3709954
1523293355873,1.4679344,1.1408982,1.4772555
