timestamp,acc_x,acc_y,acc_z
1523423970152,-3.9665937,-19.6133,-3.5272577
1523423970156,0.9947908,-17.972075,-4.935647
1523423970162,4.4963107,-12.269685,-1.8698715
1523423970165,3.8145618,-11.315596,0.9127894
1523423970184,1.1270704,-8.946533,1.0522517
1523423970209,-3.1501708,-5.0116625,-0.31364042
1523423970232,-4.694431,-1.0654198,0.40402153
1523423970257,-3.152565,2.9550436,0.93732995
1523423970281,-0.6206968,3.3087866,1.0354922
1523423970306,-0.29029694,0.5410896,-1.0851719
1523423970332,3.3075895,-3.6110547,-6.493075
1523423970357,1.4820108,-19.02313,-8.05589
1523423970381,-0.36631286,-19.6133,-14.448409
1523423970414,4.5441947,-6.803723,-6.2285156
1523423970427,-2.154183,-1.596334,-1.0295067
1523423970451,-9.115324,-19.6133,7.515399
1523423970474,1.858499,-8.966286,-3.8031895
1523423970499,-6.621165,0.4165911,4.7746367
1523423970524,-1.8770541,-7.608773,3.6332011
1523423970547,5.5964465,-16.973095,3.447052
1523423970572,9.515755,-16.321274,-1.1893197
1523423970605,2.9442697,-5.7664347,0.012569559
1523423970621,-3.2142158,-2.5761611,1.4389153
1523423970641,-1.6915035,-5.8544216,0.22984336
1523423970666,0.31004912,-9.3733,0.0700304
1523423970702,-0.53450555,-10.787674,0.033518825
1523423970727,2.0967221,-9.185953,-0.6913257
1523423970751,5.644929,-10.231621,0.022744916
1523423970776,5.808932,-12.260707,1.2072762
1523423970799,5.775413,-10.451887,2.6264393
1523423970822,4.7830167,-8.607155,-0.6817489
1523423970847,3.846285,-9.986814,1.2000936
1523423970874,-0.8439561,-13.418902,-1.5658079
1523423970896,-2.2337902,-18.55267,1.0420763
1523423970923,-2.4911668,-19.6133,-0.60932434
1523423970947,-2.6234465,-19.6133,-4.9069166
1523423970971,1.5245079,-11.464635,-1.1647792
1523423970996,4.1706996,-11.1893015,0.24121583
1523423971020,1.822586,-5.5401826,0.7015011
1523423971043,-0.17896658,-2.8078,-2.1823149
1523423971071,-2.2427685,-1.4760253,0.14425065
1523423971095,-0.7206547,-3.596091,1.4670471
1523423971127,0.49919105,-0.997185,0.20111294
