timestamp,acc_x,acc_y,acc_z
1523364209863,-0.38726214,-3.2800562,0.34955344
1523364209874,1.6262615,-7.3950906,-3.8067808
1523364209882,2.4007857,-9.077616,-3.3051953
1523364209888,2.6437972,-8.07265,-1.6418238
1523364209901,2.40318,-5.597045,-1.7926586
1523364209911,1.6514006,-7.256227,-2.2385786
1523364209930,1.8435353,-11.6747265,-2.8604724
1523364209954,-0.10235212,-17.794905,-1.4012065
1523364209979,-1.4095862,-11.314998,-2.2679076
1523364210007,2.5115175,-9.622895,-1.7250223
1523364210031,1.3557167,-14.4214735,0.46986207
1523364210051,0.7062895,-18.125902,-1.6663644
1523364210074,7.1700354,-19.283499,1.0923545
1523364210100,5.6281695,-10.001778,0.54049104
1523364210126,1.8626889,-8.793304,0.64823014
1523364210151,0.521936,-11.030087,0.74878657
1523364210183,1.5071499,-9.686341,0.26276365
1523364210356,1.1240777,-7.321469,-0.57281274
1523364210364,2.9825768,-7.536947,-0.8367735
1523364210368,2.067393,-6.14831,-1.5101427
1523364210377,1.9033904,-5.5862713,-0.6775591
1523364210396,1.340753,-5.185841,0.7679402
1523364210419,2.7814639,-7.000047,-0.0700304
1523364210454,2.6390088,-9.168595,0.5781997
1523364210478,1.7340006,-11.852495,-1.9788077
1523364210503,1.726818,-17.488447,-4.0695443
1523364210528,3.454833,-19.6133,-1.2976574
1523364210554,4.981735,-17.565659,-3.1902738
1523364210578,2.8754363,-13.909115,-1.9829975
1523364210605,3.3464954,-10.678739,-3.4033577
1523364210631,2.5270798,-9.630676,-2.653374
1523364210656,0.7733272,-8.331821,-1.6466122
1523364210679,0.11971009,-4.104859,-0.50038815
1523364210708,0.20470424,-1.2659341,-1.4101849
1523364210733,0.5781997,0.24001873,-0.79248077
1523364210760,0.6302736,-0.7763199,-0.18136078
1523364210803,-0.38486794,-3.1651347,-0.5303157
1523364210809,-0.021547815,-6.241684,-3.2435448
1523364210830,1.7082629,-10.550649,-3.867833
1523364210856,3.3812113,-10.805631,-3.1561563
1523364210881,2.3181858,-6.923433,-2.331354
1523364210907,0.4961983,-6.82946,-3.0250738
1523364210933,1.7687165,-13.585299,-4.2718544
1523364210957,2.9149406,-19.6133,2.1523874
1523364210984,5.9442043,-10.819398,-1.7459716
1523364211009,4.8638206,-15.464747,0.9864111
1523364211036,2.9412768,-13.707403,-0.6691794
1523364211060,3.657143,-15.067309,1.4155718
1523364211085,2.5677812,-14.213777,0.14784196
1523364211109,2.0895395,-11.253945,-0.31004912
1523364211135,0.9876082,-8.62152,0.023942016
1523364211159,0.90500826,-8.381501,0.6015432
1523364211184,1.2563573,-7.5052238,-0.108936176
1523364211209,1.6196774,-6.6732388,-1.0007763
1523364211233,2.6384103,-6.483498,-2.0500352
1523364211258,1.186327,-4.7560816,0.52373165
1523364211283,-0.0712275,-4.407127,-0.8936358
1523364211308,0.8487445,-4.75668,-3.2076318
1523364211336,4.4286747,-7.889493,2.7449522
1523364211370,5.6646814,-9.124303,-1.1528081
1523364211385,2.007538,-8.329428,-3.020884
1523364211408,2.48578,-13.889961,-2.541445
1523364211436,3.7487214,-19.6133,-4.4328647
1523364211458,3.9163153,-18.218079,-1.158195
1523364211483,1.9117701,-11.801021,-5.1247888
1523364211507,1.922544,-10.5704,-8.342596
1523364211532,3.5865142,-15.002666,-7.4812818
1523364211557,1.2988545,-9.075222,-4.891354
1523364211581,1.3820529,-5.209184,-1.6531962
1523364211606,1.9351135,-3.779846,-0.5398925
1523364211634,1.7723078,-2.677316,-2.3229742
1523364211656,1.2814964,-2.111686,-2.3235726
1523364211680,1.0702082,-0.5201403,-0.42556936
1523364211705,-1.1097125,-1.5831659,-0.12689269
1523364211729,-2.484583,-7.395689,-3.229778
1523364211756,0.6422446,-10.274118,-3.1615434
1523364211781,4.980538,-7.4615297,-2.5007436
1523364211804,2.4863784,-5.096657,-2.6868927
1523364211836,1.4987702,-6.839636,-1.9147629
1523364211859,1.0714053,-16.488867,-3.5775359
1523364211884,1.2862848,-15.749059,0.29508537
1523364211912,8.384495,-13.933656,1.6956934
1523364211937,2.855684,-13.955203,-0.717662
1523364211961,2.6156654,-14.179061,-0.2873042
1523364211986,3.3159695,-15.188815,0.49919105
1523364212010,2.0602105,-11.903971,-0.45489833
1523364212034,2.296638,-11.186309,-0.90740246
1523364212060,2.5516205,-11.050438,-0.37948096
1523364212083,3.3087866,-9.130288,-0.39264908
1523364212109,3.9456444,-7.1993647,-1.0570401
1523364212134,3.7044287,-5.5898623,-1.3371617
1523364212156,3.2303767,-5.3887496,-1.1677719
1523364212182,3.079542,-5.963358,-1.536479
1523364212206,3.2734723,-5.5150437,-0.9504981
1523364212231,3.5529952,-5.8484364,-0.06943185
1523364212253,3.9833531,-7.093421,-1.1252748
1523364212279,4.2796354,-8.321647,-1.5328877
1523364212305,2.7383683,-9.390059,-1.8818425
1523364239099,2.0416555,-15.085266,-2.5995045
1523364239121,4.876989,-19.6133,-3.256713
1523364239130,-1.0528502,-4.6166196,8.039131
1523364239158,-1.158195,-4.51726,7.2071457
1523364239167,-0.9056068,-3.8588545,6.7342906
1523364239177,-1.198298,-2.010531,7.5842323
1523364239182,-1.0408791,-1.4437037,7.270592
1523364239212,4.6399627,-5.8604074,7.880515
1523364239224,1.0085574,-2.472612,11.360487
1523364239237,-1.2785037,-0.7350199,8.99741
1523364239257,-1.7316064,0.28909984,6.4685345
1523364239283,-1.7459716,0.39145198,5.687426
1523364239308,9.435549,-2.0404584,8.07265
1523364239334,1.1911154,0.5638345,9.7719345
1523364239359,0.3405752,2.4145525,9.625888
1523364239385,0.17298107,1.8680758,10.480618
1523364239417,2.2062569,1.1593921,8.743026
1523364239435,2.6360161,2.3175871,10.883442
1523364239460,1.8339585,4.859032,7.6093717
1523364239486,1.1821371,3.8642416,10.293272
1523364239523,1.1923125,1.8656816,10.251971
1523364239536,0.0700304,1.5310919,10.084377
1523364239561,1.745373,-0.091578215,10.150218
1523364239587,3.0478187,1.8082209,8.87351
1523364239611,4.0037036,3.6900635,7.872135
1523364239635,3.0789435,3.7882257,6.4481835
1523364239661,2.5635915,2.4115596,8.263587
1523364239686,2.2529438,1.7202339,10.26514
1523364239711,1.821389,1.8579005,10.307637
1523364239816,2.0338743,2.232593,8.761581
1523364239885,1.7118542,3.180697,9.922171
1523364239912,2.0410569,2.2415714,9.048885
1523364239934,1.1150994,1.5891514,9.330204
1523364239940,0.03232172,1.8303672,9.297284
1523364239962,-0.110133275,2.846706,8.698134
1523364239969,0.06284779,2.754529,9.172785
1523364239974,0.022744916,2.4588451,9.385869
1523364240021,0.724246,2.492364,8.844181
1523364240039,0.7739257,2.1763294,9.959879
1523364240076,0.46627077,2.1733365,10.503363
1523364240100,-0.11851298,2.4953568,9.7162695
1523364240147,-0.32621,2.8167782,9.898827
1523364240162,-0.7026982,1.8417397,10.172963
1523364240171,-0.801459,2.1529858,10.25257
1523364240184,-0.094570965,2.2391772,9.379884
1523364240203,-0.0047884034,1.6861166,9.557653
1523364240224,-0.6368576,2.3145945,9.883265
1523364240231,-0.6745663,2.2523453,9.752781
1523364240239,-0.7787141,2.349909,9.415796
1523364240244,-0.91338795,2.124854,9.3738985
1523364240250,-0.23163901,2.1817162,8.589199
1523364240275,-0.9343372,1.9375077,10.635642
1523364240301,-1.2240356,1.8752584,9.797073
1523364240326,-1.055843,2.171541,9.799467
1523364240346,-0.6440403,1.4826094,10.373477
1523364240404,-0.28191724,2.9215245,10.090961
1523364240441,-0.9331401,2.2535424,9.548077
1523364240481,-0.81043726,2.3439236,9.414001
1523364240505,-1.365892,1.9333179,10.278308
1523364240509,-0.7236475,1.8836381,9.957485
1523364240517,0.11791443,2.1080947,10.263943
1523364240534,-0.40222588,2.2158337,9.930551
1523364240559,-1.5221137,3.2070332,8.787319
1523364240584,-2.5941176,3.8385038,9.3661175
1523364240612,-2.35769,3.6511576,9.781511
1523364240637,-1.1725603,2.0410569,10.069414
1523364240664,-0.57879823,2.7898436,9.850345
1523364240689,-0.82599956,4.8309007,8.9363575
1523364240714,-1.5358804,3.7606924,9.998186
1523364240739,-1.2084733,3.4967315,9.403826
1523364240763,-0.64463884,2.0506337,8.890269
1523364240788,-0.15382746,1.9339164,9.644443
1523364240814,0.092176765,2.541445,9.403227
1523364240847,-0.2765303,2.059612,9.751583
1523364240874,0.3321955,1.9973627,10.108319
1523364241046,0.20530279,1.8387469,9.972448
1523364241053,0.05626374,2.4702177,9.146449
1523364241059,0.11731588,2.130241,9.379285
