timestamp,gyro_x,gyro_y,gyro_z
1523364209870,0.006924219,-0.0026631611,-0.021837922
1523364209877,0.029294772,-0.020772656,-0.04447479
1523364209886,0.3850931,0.5651228,0.55580175
1523364209898,0.2615224,0.8032094,0.15925704
1523364209907,0.19361182,0.7414241,-0.070041135
1523364209923,0.25300032,0.30679616,-0.17150758
1523364209948,0.29694247,0.08042747,-0.6181197
1523364209971,0.4596616,0.66365975,-0.639425
1523364209997,-0.19281286,0.52464277,-0.38402784
1523364210023,0.18056233,0.40746364,-0.12783173
1523364210044,0.40426785,-0.043675844,0.16804546
1523364210068,0.41545314,0.41065946,0.17283916
1523364210093,0.28522456,0.25992453,0.025832662
1523364210119,0.6679208,-0.15339808,0.28202876
1523364210144,1.0767161,-0.20453078,0.42290998
1523364210172,1.1552793,-0.15765914,0.4854943
1523364210346,0.9504822,0.015446335,0.63010395
1523364210352,0.77577883,0.3270362,0.5496765
1523364210358,0.54142064,0.2609898,0.3749731
1523364210376,-0.48203218,0.35100463,-0.505468
1523364210395,-0.80347574,0.5070659,-0.43809
1523364210416,-1.3086774,0.083090626,-0.2828277
1523364210441,-1.0799118,-0.10918961,-0.20053603
1523364210465,-1.1006845,0.12676647,-0.5653891
1523364210492,-2.1193435,-0.08149273,-1.0753845
1523364210517,-2.3023028,0.23648871,-1.6189357
1523364210542,-2.4082966,-0.24234766,-1.8144116
1523364210567,-2.1054952,-0.19281286,-1.6940368
1523364210592,-1.5132082,-0.91612744,-1.1326424
1523364210617,-0.8681905,-0.70200926,-0.9214538
1523364210645,-0.21598236,-0.44900897,-0.43649212
1523364210671,0.2660498,-0.17736652,-0.06977482
1523364210696,0.6878945,-0.5475459,0.30200246
1523364210722,1.3771206,-0.11132014,0.8157263
1523364210750,1.568602,0.2146508,1.2346416
1523364210777,1.5592809,-0.103863284,1.3904364
1523364210807,1.6727315,-1.2053467,1.4325144
1523364210827,1.5382419,-0.8346347,1.2298478
1523364210852,0.79628515,0.13315806,0.7536746
1523364210877,0.55553544,0.5768407,0.45353633
