timestamp,x,y,z
1519981314502,2.2423036,0.6630163,-0.68465805
1519981314522,2.081206,0.5402639,-2.4091945
1519981314542,1.1538594,0.28367114,-3.3381052
1519981314560,0.51452553,0.13750947,-3.3393059
1519981314579,-0.08545977,0.24595833,-3.009036
1519981314601,-0.11521256,0.18130946,-2.5690403
1519981314620,0.47363788,0.23097014,-2.897181
1519981314639,1.0017034,0.71172094,-2.75598
1519981314663,0.8406113,1.5922632,-1.78302
1519981314684,0.41707474,1.4435906,-0.7964287
1519981314707,-0.1593059,1.097985,-0.06822395
1519981314731,-0.37205842,1.0062313,0.95264816
1519981314740,-0.01631847,0.92236066,1.321271
1519981314760,0.16698462,0.96189475,1.379096
1519981314784,-0.29878962,0.8480108,1.8587599
1519981314801,-0.8018073,0.6454005,2.836769
1519981314822,-0.48405364,0.19780469,3.5626574
1519981314845,0.58364487,-0.5885856,1.457262
1519981314861,0.7786431,-0.47206366,1.8136263
1519981314881,0.6249692,0.5704479,4.468009
1519981314901,0.9168952,-0.4490285,4.130844
1519981314920,1.3841585,-2.0912783,0.5331602
1519981314940,1.7922992,-3.2657971,-1.2813597
1519981314963,2.1388083,-2.8217654,0.75837326
1519981314980,2.652945,-2.085581,2.0172215
1519981315006,2.4484186,-2.024046,1.5708628
1519981315024,2.675671,-2.2118027,0.41924953
1519981315041,2.572294,-2.4002278,-0.020521164
1519981315060,2.0868733,-2.3944118,-0.5833578
1519981315081,1.4139134,-2.2454524,-0.32176304
1519981315104,1.2624067,-1.9579266,-0.19479084
1519981315120,1.5324392,-2.0433373,-1.8722792
1519981315143,1.9327037,-2.302057,-3.3620782
1519981315161,1.5625297,-2.1442082,-2.6104198
1519981315181,0.9590414,-1.9950238,-0.888752
1519981315204,0.1180252,-2.1984928,0.44984627
1519981315220,-0.60559976,-2.558697,-0.016884804
1519981315239,-0.5773677,-2.662396,-0.11015797
1519981315265,0.3298542,-2.016576,0.26696873
1519981315284,1.3044016,-1.4807929,-0.1023798
1519981315306,0.7703825,-2.0024123,-0.94627094
1519981315324,-1.8680041,-3.0208168,1.1778746
1519981315340,-2.3342295,-3.028191,2.9800358
1519981315359,1.8884065,-2.3242955,2.877573
1519981315381,5.2021747,-1.4408613,1.8461695
1519981315405,4.4242167,-1.2715248,-0.6428642
1519981315437,2.3406084,-2.9229403,0.8193197
1519981315441,-0.36336243,-4.2681556,6.494954
1519981315461,-1.7706814,-4.672637,6.8324375
1519981315480,-2.2246552,-4.3644648,2.7346687
1519981315501,-1.5042326,-3.4595163,-0.52562046
1519981315519,-0.93507564,-2.809999,-2.3081303
1519981315541,-1.4931762,-1.5352339,-1.8115563
1519981315567,-2.3000264,-0.45469183,0.9282379
1519981315590,-1.827564,-0.42753252,0.9259224
1519981315599,-0.68799543,-0.3290645,-0.5949545
1519981315620,-0.07951653,-0.29108304,-1.1022387
1519981315647,-0.58562934,-0.5444548,-0.15506172
1519981315660,-1.1182008,-1.1596934,0.6972494
1519981315681,-1.4605151,-1.4521254,0.96556187
1519981315701,-1.7021468,-1.8572056,-0.2249546
1519981315724,-1.500845,-2.021165,-1.4861774
1519981315746,-0.9292052,-1.9756285,-2.019063
1519981315760,-0.7357963,-1.7419412,-1.6574311
1519981315780,-0.43159056,-1.303767,-0.88920116
1519981315801,-0.13998234,-0.9735955,-0.5909548
1519981315821,0.46600455,-0.6272315,-0.79537964
1519981315840,0.71576893,-0.14314282,-1.5792723
1519981315864,0.019541085,0.6152768,-1.021615
1519981315883,-0.056069434,1.3376875,0.5545645
1519981315903,0.06773186,1.6502547,0.7509146
1519981315924,0.5474239,1.6702955,1.0473948
1519981315941,0.78080285,1.2233795,-0.21746731
1519981315962,0.31822753,1.032295,-0.2539358
1519981315981,-0.57601684,1.173754,2.79918
1519981315999,-0.98410857,0.47686112,2.8009148
1519981316020,-0.4845237,0.11986494,0.013828278
1519981316043,-0.7603901,-0.82180655,-1.8196383
1519981316066,-2.7322974,-1.7127035,-1.4520202
1519981316080,-4.757415,-2.259568,0.99571705
1519981316102,-4.8626504,-2.1692777,1.4118795
1519981316122,-3.8905358,-1.4902675,0.24965191
1519981316139,-3.3721824,-0.8963773,-0.71356773
1519981316166,-3.0412552,-0.9070747,-0.47661304
1519981316187,-2.9643054,-0.6352904,0.19149494
1519981316200,-3.4115663,-0.20539045,0.47472095
1519981316223,-3.1718457,0.2600007,0.3720932
1519981316241,-2.3152072,0.9050548,0.0504694
1519981316260,-1.563928,1.7156281,-0.67101383
1519981316280,-1.1170292,1.9779588,-1.1012402
1519981316299,-0.5954812,2.1878319,-0.6864004
1519981316321,0.099333346,2.2777076,-0.041326523
1519981316345,0.8659817,2.3948584,-0.07805824
1519981316362,0.81556344,1.8140278,-0.5654011
1519981316387,0.68137956,1.0207667,-0.8191776
1519981316401,0.7649878,0.895123,-0.34699917
1519981316439,0.9490738,1.0992613,0.33364677
1519981316442,0.78515685,1.2278075,0.9901333
1519981316461,0.117589,0.7222049,-0.134305
1519981316480,0.24992311,0.600729,0.033068657
1519981316500,1.3615832,0.54833746,0.70312595
1519981316523,2.212625,0.23285174,0.9998245
1519981316546,1.0013078,-0.17420912,1.5537481
1519981316566,-0.26046216,-0.35326385,2.4697723
1519981316590,0.3387951,-0.6229663,2.4264746
1519981316599,1.3477236,-0.7192693,0.79035664
1519981316620,0.9325222,-0.211447,0.4876938
1519981316641,-0.37551108,0.5283928,2.4450293
1519981316661,-0.6676463,-0.43215418,2.147174
1519981316680,-0.561818,-1.8473859,-0.8495312
1519981316706,0.49447048,-1.6103436,-1.4110708
1519981316728,1.7084866,-0.9510133,-1.3781796
1519981316741,1.8745613,-0.5605991,-1.4684739
1519981316761,0.5241246,-0.9017234,-0.42678928
1519981316780,-0.29868233,-1.2145559,-0.23739147
1519981316798,0.16954106,-0.63807464,-0.29448318
1519981316820,1.0321089,0.08596039,-1.1886549
1519981316846,1.3866575,0.1490643,-2.4501467
1519981316862,1.7051042,0.2566948,-1.2528572
1519981316885,0.7176287,0.1961739,-2.4093413
1519981316901,0.17721495,0.19044518,-3.130682
1519981316920,0.8060604,0.961735,-2.2963767
1519981316941,1.1706008,1.1751995,-2.5239449
1519981316961,0.98353684,1.3631284,-1.915616
1519981316982,0.2057041,1.4485645,-0.5558443
1519981317003,-0.55412614,1.2440338,0.46045208
1519981317021,-0.50061333,1.2875855,1.2714243
1519981317045,-0.28120285,1.0751786,1.0935841
1519981317069,-0.08303374,0.9341693,0.9198704
1519981317080,0.5220767,0.74387217,2.2428255
1519981317100,0.5757927,0.053685904,3.403551
1519981317121,-0.6239342,-1.3792484,1.8949423
1519981317144,-0.99977785,-1.0317593,3.0769148
1519981317164,-0.33772254,0.12407255,4.100111
1519981317187,1.215179,-0.631716,1.3249369
1519981317200,2.163741,-1.4247165,-0.7208557
1519981317219,1.3033422,-1.8477367,-0.72906685
1519981317240,-0.22864133,-2.0662236,1.4393015
1519981317263,-0.98058635,-2.3848948,1.698741
1519981317287,-1.4921329,-2.183865,1.0791092
1519981317306,-1.4128139,-1.540589,0.54387474
1519981317319,-0.85021096,-1.3334861,-0.34478855
1519981317341,-0.2862935,-1.3704951,-1.3537912
1519981317361,-0.41411275,-1.3039889,-1.9023681
1519981317380,-0.09408575,-0.869151,-1.8301682
1519981317399,0.87168884,-0.3007319,-2.8872728
1519981317426,1.4242177,-0.116952896,-3.6454315
1519981317449,1.0536493,-0.4789729,-3.9781084
1519981317467,0.40019405,-0.42040014,-3.3981385
1519981317482,0.50649726,0.56966615,0.38209343
1519981317502,0.5674616,0.5200176,0.67257595
1519981317519,0.7975084,0.5478821,-0.16756248
1519981317540,1.4091902,0.5842502,-0.20748138
1519981317563,1.188727,0.9588587,0.65207195
1519981317591,1.3489305,1.2098935,2.3945942
1519981317603,1.0453097,0.67382383,2.5543566
1519981317621,-0.05974561,0.13613725,2.4666195
1519981317644,-0.25485855,0.06507516,1.7595787
1519981317660,0.14061707,-0.079009056,1.0081177
1519981317679,0.50552976,1.1707737,1.211668
1519981317699,1.1166143,2.0670252,2.394723
1519981317720,0.5891863,1.1319928,1.862545
1519981317741,-0.057354838,-0.60119677,0.44423962
1519981317767,-0.8071147,-1.6147263,1.081481
1519981317783,-0.5334374,-1.3916757,0.65812397
1519981317800,0.6760511,-1.1216259,0.21460533
1519981317820,1.7468464,-0.25976562,0.2982359
1519981317841,1.1859311,-0.42577195,-0.6882992
1519981317861,0.072916985,-0.9791355,-0.45042992
1519981317878,-1.0376587,-1.5038593,-0.29139614
1519981317903,-0.27059925,-1.3305075,-1.0511904
1519981317922,0.4038493,-0.9574094,-2.1262202
1519981317942,1.2067616,-0.6633277,-3.5577407
1519981317963,-0.08509165,-0.42806482,-3.5313015
1519981317981,-0.8963505,-0.41281343,-2.5020976
1519981318000,-0.07284415,0.005446911,-2.865025
1519981318034,0.38504833,1.3234797,-2.444757
1519981318041,-0.37859476,2.6919148,-1.5096064
1519981318064,-2.0790696,3.7343664,-1.3391232
1519981318084,-2.4564967,4.006014,-1.5580602
1519981318100,-1.2138953,4.125799,-0.65086365
1519981318124,-0.5614438,3.5685134,0.45893764
1519981318140,-0.1732868,1.7196093,2.5323734
1519981318161,0.6526604,-0.16799283,2.709652
1519981318178,1.0623717,-0.5696926,4.074564
1519981318201,0.4675632,-0.88846135,5.0763626
1519981318222,-0.24099255,-2.5498538,4.4930153
1519981318242,-0.84903514,-4.5202026,3.5369425
1519981318265,-0.58928156,-4.8423104,3.303648
1519981318287,0.27461225,-3.8186822,2.324832
1519981318302,1.9795825,-2.6920595,0.6516056
1519981318323,2.7867627,-2.576031,-0.18357849
1519981318339,2.0757673,-2.2630224,1.0665646
1519981318359,0.7667664,-2.0884624,0.9113836
1519981318382,-0.32959342,-2.1799455,-1.0982542
1519981318405,-0.063201606,-1.436536,-2.7495456
1519981318427,0.994356,-0.41658068,-4.1302557
1519981318439,0.9963712,0.4989431,-4.752835
1519981318461,0.44861814,0.47986484,-3.6045747
1519981318480,-0.47049975,0.7563751,-2.3090868
1519981318500,-0.13777184,0.842798,-1.603859
1519981318524,0.8703576,1.4548583,-0.7546911
1519981318543,0.8965292,1.63188,-1.2545671
1519981318563,0.20473546,1.678334,0.25015545
1519981318582,-0.19628333,1.3106077,1.5424881
1519981318600,0.29930228,0.03853321,1.2966461
1519981318620,0.31436354,-0.8070922,-0.8289223
1519981318640,-0.26020205,-0.6139331,-0.74069595
1519981318658,-0.883121,-0.7091119,1.7669096
1519981318684,-0.35774004,-0.83560157,3.2755585
1519981318706,0.6794102,0.3409598,4.094942
1519981318721,2.0131695,1.7931328,3.38865
1519981318741,3.116733,1.4677212,0.9840765
1519981318759,2.9499378,0.26675916,-0.59244347
1519981318781,1.2323852,-1.04849,-0.58261776
1519981318800,-0.48381,-0.47937965,2.3804035
1519981318820,-0.6423096,-0.30687833,2.7259445
1519981318842,-0.3131444,-0.35297155,0.2152195
1519981318868,-0.07659811,-0.5051317,-1.3142152
1519981318880,-0.5225046,-0.6022451,-1.677424
1519981318901,-1.0159618,-0.7143047,-2.347042
1519981318920,-1.451793,-0.10645771,-1.290492
1519981318939,-1.0611053,0.020475388,-1.434443
1519981318958,-3.8900226E-4,-0.29132438,-4.215501
1519981318984,1.0635618,-0.44016886,-6.1357355
1519981319004,1.0835302,-0.41038775,-6.7272463
1519981319029,0.19863778,-0.16714025,-5.8620973
1519981319051,-1.0432112,1.0498309,-0.9443264
1519981319059,-1.1624088,1.1544449,1.4108315
1519981319078,-0.76302725,0.91053677,1.0000935
1519981319101,-0.6209748,0.9293077,0.36708355
1519981319119,-0.9065619,1.3837695,2.2543898
1519981319145,-0.46352255,1.736145,5.5342026
1519981319163,0.51849484,1.3741128,5.1378927
1519981319186,0.73398244,0.3190441,1.9345875
1519981319198,-0.35424626,0.09406996,2.8196535
1519981319221,-0.7593624,0.6165309,5.0422144
1519981319240,-0.92955995,0.5539341,4.71883
1519981319259,-0.01677832,-0.9507716,1.491025
1519981319279,-0.0115273595,-1.9018352,-0.6387625
1519981319303,-0.27665025,-2.2046142,-1.318613
1519981319323,0.14790499,-1.9157242,-0.79424953
1519981319345,0.768197,-0.92286074,-0.27303505
1519981319361,0.118743,-1.0453656,-0.26223183
1519981319384,-0.8192499,-1.5683528,-0.2827711
1519981319401,-1.4935836,-1.7536329,-0.61419296
1519981319419,-1.1366769,-1.509792,-1.8253961
1519981319439,-0.27712595,-1.1838236,-2.542048
1519981319464,0.300893,-0.49057055,-2.5887651
1519981319489,0.6597357,-0.3511181,-3.740954
1519981319499,0.95453185,-0.23031592,-3.3081994
1519981319522,0.43846262,-0.5690937,-1.9843588
1519981319541,0.2531981,-0.5341759,-1.1870832
1519981319561,0.63541394,0.35102248,0.6713791
1519981319580,0.63843524,0.82004285,1.5298548
1519981319602,0.26299226,0.27331543,0.50905704
1519981319618,-0.11188735,-0.54529047,-0.24780846
1519981319645,0.12851423,-0.80061626,0.0076551437
1519981319659,0.27097338,-0.49843264,0.3833809
1519981319680,0.18077458,-0.8633354,1.6522398
1519981319703,-0.6982387,-0.9563801,1.1467857
1519981319721,0.79807997,0.0077142715,1.9460411
1519981319739,2.3267996,1.6093705,2.7825937
1519981319760,3.041089,1.1722772,1.8014088
1519981319781,2.9426904,0.28854442,1.2530499
1519981319804,1.5160966,-0.20874286,1.4843225
1519981319825,0.23828161,-1.1075667,-0.04717064
1519981319843,0.1375736,-1.2469993,-1.1407337
1519981319861,0.17288113,-0.83427227,-1.2438297
1519981319881,-0.45402652,-0.281034,0.7821169
1519981319901,-1.4328111,-0.1818018,1.0599241
1519981319920,-2.0083163,-0.5477278,-0.79228973
1519981319945,-1.8913095,-0.48041415,-2.1646643
1519981319961,-1.3183975,-0.011147976,-3.1428032
1519981319982,-0.8198775,0.5416446,-3.8431497
1519981320007,-0.18919381,1.0539837,-2.3367329
1519981320023,-0.35960147,0.66697454,-2.7448635
1519981320041,-0.63720894,0.66353416,-3.023385
1519981320060,-0.5650579,1.2882586,-1.2167711
1519981320084,-0.22688809,1.6427286,0.2793808
1519981320099,0.37477413,1.2097228,1.0944805
1519981320125,0.2718034,0.92203116,1.4655285
1519981320151,0.25105304,0.28191376,0.52536774
1519981320161,0.38659102,0.5919819,0.2607355
1519981320180,0.2616198,0.63030887,1.1907167
1519981320202,0.5009411,-0.32347322,1.7090416
1519981320220,0.47381163,-0.5831175,3.7327557
1519981320241,1.0719014,-0.11408043,4.5524797
1519981320259,1.1165261,0.08588314,2.3442202
1519981320280,0.28038698,-1.0265894,-0.67017555
1519981320311,-1.3144914,-2.0370297,-1.963964
1519981320324,-2.5275607,-2.080123,-0.23504639
1519981320340,-1.8412335,-1.3837175,2.3211746
1519981320359,-0.2869119,-1.207468,1.7290573
1519981320380,-0.05517046,-1.2919223,-1.1959715
1519981320407,-0.681617,-1.4594349,-1.9131808
1519981320436,-1.39961,-1.3090066,0.28291798
1519981320440,-1.6369578,-0.6600549,1.7548199
1519981320461,-1.2337738,-0.46058965,0.6413431
1519981320479,-0.92330027,-0.3438728,-1.9175577
1519981320499,-0.114956975,-0.13952732,-2.9274392
1519981320522,0.7173554,0.39463842,-3.60704
1519981320541,1.3470469,0.88262343,-2.3938313
1519981320564,0.8185815,1.0287284,-1.3606405
1519981320581,0.03450519,0.55492485,-1.0039816
1519981320602,0.36336416,0.7831396,-0.9697237
1519981320620,1.3637319,1.1395063,-0.928133
1519981320639,2.217861,1.2218523,-0.019579887
1519981320661,2.0107827,1.0384135,1.5857801
1519981320683,0.79582924,0.08476925,1.8814669
1519981320708,-0.38525203,-0.7814156,1.4891996
1519981320722,-0.47878066,-0.69786406,2.2822924
1519981320740,0.56275016,-1.0273077,2.3083143
1519981320758,1.4346794,-0.081855774,3.0112038
1519981320780,2.0594065,1.5725362,3.4724312
1519981320798,1.2817867,0.8850064,2.1573515
1519981320823,1.448122,-1.2686759,0.26533127
1519981320842,1.8582256,-2.5509498,-0.3281374
1519981320862,2.0702653,-2.350953,-0.29252243
1519981320880,1.8788104,-1.8992692,-0.34062672
1519981320902,0.7462281,-1.3697352,0.3256073
1519981320922,-0.76519185,-1.4651067,0.22695255
1519981320939,-1.345957,-1.566686,-0.6507673
1519981320963,-1.2592633,-0.9540218,-1.9782796
1519981320985,-1.2487795,-0.26115525,-3.2893043
1519981321003,-1.3314174,0.013450384,-4.0388346
1519981321025,-1.4948773,0.23964036,-3.9129267
1519981321041,-1.2757889,0.4065132,-3.4318657
1519981321058,-0.8036893,0.6702112,-2.9401002
1519981321079,-0.023055665,1.1820369,-2.032257
1519981321098,0.19662717,1.6780816,-0.84063625
1519981321127,0.2339287,2.187859,0.53243065
1519981321145,0.67197156,2.1004593,1.5854225
1519981321163,0.66488636,1.8102126,1.4682226
1519981321178,0.16953382,1.9311438,1.8584995
