timestamp,acc_x,acc_y,acc_z
1523256490309,2.0578163,-6.8025255,-0.025737667
1523256490316,4.052785,-12.159552,-2.0811598
1523256490324,3.2980127,-13.220183,-2.055422
1523256490325,2.6252422,-13.323732,-2.3918076
1523256500073,-0.5231331,-14.173674,-1.638831
1523256500077,-3.8732197,-14.709975,-4.791396
1523256500080,-0.5303157,-13.78342,-3.0280666
1523256500098,-0.26036942,-13.464392,-2.9999347
1523256500101,2.3517046,-14.030022,-0.5542577
1523256500110,2.9179332,-14.049175,-1.110311
1523256500134,1.234211,-13.566145,-4.008492
1523256500177,1.395221,-12.659342,-2.6078842
1523256500185,1.9351135,-11.832744,-1.5478514
1523256500208,0.7858967,-8.5700445,0.3309984
1523256500227,1.3437457,-7.0515227,0.023942016
1523256500248,2.1140802,-4.3209357,-0.9235633
1523256500272,3.6481647,-3.5595794,-1.0654198
1523256500297,2.907758,-2.6270378,-1.0660183
1523256500325,2.1799207,-1.970428,-3.0184898
1523256500349,2.8461072,-1.8016368,-3.5895069
1523256500375,4.8219223,-2.1894975,-3.2854433
1523256500402,5.234922,-2.9299042,-3.1651347
1523256500429,3.845088,-1.910573,-2.6569653
1523256500446,0.44113165,-0.16879122,-3.5410242
1523256500465,2.630629,-3.5529952,-7.833828
1523256500487,10.113108,-19.6133,-1.54845
1523256500504,10.390836,-19.6133,-1.9243397
1523256500528,5.288193,-6.827066,-3.4356794
1523256500556,-1.6747441,-5.096657,-0.14724341
1523256500583,-1.7513585,-11.441292,-0.32561144
1523256500607,2.6198552,-13.965379,-0.11731588
1523256500626,4.581305,-13.197438,-0.25198972
1523256500650,3.2196028,-9.220071,-0.22924481
1523256500665,2.0679917,-7.316082,-0.018555064
1523256500698,1.0223241,-6.2458735,-0.85293436
1523256500724,0.777517,-7.398083,-1.2162545
1523256500745,1.6412252,-7.447763,-0.45250413
1523256500770,1.9746178,-6.3182983,0.2693477
1523256500802,1.9117701,-5.5365915,1.2114661
1523256500837,2.4839842,-6.70556,0.2657564
1523256500850,4.981137,-9.902418,-0.43514615
1523256500883,6.1123967,-12.045229,-0.42437226
1523256500898,5.342661,-12.759299,-2.9981391
1523256500923,3.3423057,-12.767679,-3.2932243
1523256500948,1.0773908,-14.123396,-1.2012907
1523256500974,-0.11971009,-15.9495735,0.2645593
1523256501000,-3.019687,-16.122555,-3.6212301
1523256501026,-2.2008698,-14.557344,-3.6792896
1523256501053,1.9231426,-13.383588,1.3024458
1523256501077,3.6523547,-12.677298,-0.7224504
1523256501101,3.2620997,-12.237962,-2.9753942
1523256501127,0.91578215,-10.318411,-1.3892355
1523256501168,0.35553896,-7.6231384,-1.2587515
1523256501186,0.9187749,-6.5337763,-1.0971429
1523256501206,1.83336,-5.510854,-0.5482722
1523256501232,1.1492168,-3.2794578,0.3561375
1523256501257,2.0081367,-3.1316159,-1.2886791
1523256501282,1.7375919,-3.1920695,-1.9369092
1523256501307,1.9680338,-2.3038206,-2.2984335
1523256501332,3.6140475,-0.87567925,-3.2501287
1523256501357,4.970961,-3.8367083,-4.5741224
1523256501384,4.983531,-5.3965306,-4.6178164
1523256501407,4.951209,-2.8401217,-3.8253357
1523256505104,8.144476,-15.415667,-3.8510735
1523256505125,6.3763576,-19.6133,-4.7201686
1523256505134,1.7980455,-9.354745,0.62368953
1523256505155,1.8716671,-8.938752,0.6254852
1523256505192,4.270657,-8.84059,0.22804771
1523256505201,3.6954503,-11.249157,0.0664391
1523256505206,2.9592333,-12.880805,-0.25558102
1523256505214,3.9546227,-12.476784,0.5686229
1523256505237,3.3812113,-13.73374,1.8154035
1523256505253,0.75716627,-15.618575,-0.53929394
1523256505279,-0.78290397,-14.93922,-1.1510124
1523256505294,0.005985504,-13.333309,-0.3824737
1523256505320,-0.17896658,-12.940062,-0.42437226
1523256505347,2.52289,-12.449849,-0.39624038
1523256505362,3.0280666,-12.4947405,-2.0907366
1523256505392,1.7776948,-12.369044,-2.1936872
1523256505428,1.8411411,-12.260707,-1.9231426
1523256505443,1.3485341,-10.703877,-1.5185224
1523256505467,2.3900118,-9.241618,-1.3000516
1523256505492,1.3341689,-7.4148426,-0.43155485
1523256505516,1.8836381,-5.3318872,-0.64463884
1523256505541,2.8670566,-4.111443,0.20231004
1523256505567,3.1112652,-4.526837,-0.96306765
1523256505592,2.3241713,-2.7329812,-1.4454993
1523256505608,2.3786395,-2.1122844,-1.7669208
1523256505633,4.4167037,-2.2948422,-2.8682537
1523256505659,7.6584525,-3.6332011,-6.1501055
1523256505679,8.247426,-2.7814639,-5.2636523
1523256505691,4.4394484,-0.5482722,-2.1260512
1523256505718,3.8839936,-1.412579,-5.441422
1523256505744,7.562086,-19.6133,-1.1785458
1523256505769,9.402629,-18.653824,-2.565387
1523256505795,1.4275428,-4.264672,-1.2539631
1523256505830,-2.135628,-9.843162,-0.7410054
1523256505871,2.8161798,-13.952809,-0.12988544
1523256505884,4.3329067,-12.300211,0.32621
1523256505906,3.7391446,-9.0554695,0.049081136
1523256505934,2.2906525,-7.9343843,0.3333926
1523256505959,1.501763,-7.9726915,0.024540568
1523256506004,0.9235633,-7.9487495,-0.24241292
1523256506037,0.76434886,-7.0503254,-0.63087213
1523256506076,1.371279,-6.477513,-0.027533319
1523256506093,1.8321629,-6.7654157,0.415394
1523256506111,1.9327193,-7.8835077,0.33877954
1523256506141,2.1589713,-11.634025,-0.93134445
1523256506170,2.3630772,-14.107834,-2.995745
1523256506200,3.8660371,-13.891158,-1.5951369
1523256506225,2.0213048,-14.515447,0.08319851
1523256506251,-1.1121067,-15.614385,-3.5523968
1523256506318,4.1701007,-13.47337,-4.1796775
1523256506341,3.0412347,-11.761516,-2.8502972
1523256506358,0.5069722,-11.494562,-1.9554642
1523256506394,-0.20829555,-11.328165,-3.4919431
1523256506451,-0.08439561,-8.683171,-1.8962077
1523256506457,0.08140286,-8.412626,-0.60094464
1523256506468,0.623091,-7.9104424,-2.8083985
1523256506660,3.217807,-4.3329067,-1.8411411
1523256506664,2.6581624,-3.2160115,-2.2535424
1523256506687,5.1996074,-4.578911,-4.367024
