timestamp,gyro_x,gyro_y,gyro_z
1523423834249,0.006924219,-0.0026631611,-0.021837922
1523423834252,0.006924219,-0.0031957934,-0.023169503
1523423834255,-1.0570086,-0.9012137,-1.9763318
1523423834257,-0.74115777,-1.4205302,-1.6500946
1523423834259,-0.40959418,-1.4950987,-1.2285162
1523423834261,0.16751283,-1.4604776,-0.72917354
1523423834280,0.60746706,-1.4982945,0.13502227
1523423834307,1.099353,-1.9212044,0.8748484
1523423834338,1.5947009,-1.6165388,1.195493
1523423834356,0.8540758,-0.479369,0.28016454
1523423834382,-0.35659727,-1.8311896,-1.2892363
1523423834407,-0.100933805,0.08575379,-1.4671354
1523423834445,-0.21837921,0.104928546,-0.5273059
1523423834467,1.6996294,0.2066613,0.49854377
1523423834489,-1.2144015,-2.83893,0.6671219
1523423834509,-0.8956211,1.4556838,0.5787049
1523423834534,1.9752666,5.390771,1.3097427
1523423834560,1.3241237,1.8263959,2.1505027
1523423834576,1.0221212,0.1784318,1.7808559
1523423834600,1.2562131,0.5683186,1.194694
1523423834626,1.7318537,0.8383631,1.7803233
1523423834649,1.6919062,0.9960223,2.0162792
1523423834674,1.4215955,0.9155948,1.6580842
1523423834699,1.2042814,1.1899004,1.4021543
1523423834724,0.6788398,1.3379722,1.2335763
1523423834748,0.5001417,1.8290591,0.92065483
1523423834773,0.061252706,1.8040254,0.83037364
1523423834798,-0.12144015,1.4439659,0.74302197
1523423834822,-0.5456817,1.8540928,0.7078682
1523423834848,-0.6601977,1.5254587,0.73796195
1523423834871,-1.0404971,1.2090752,0.3054646
1523423834898,-1.4982945,0.6924219,-0.5291701
1523423834920,-1.3062805,0.5683186,-1.9451729
1523423834947,-1.063134,0.9108011,-2.7007117
1523423834972,-0.8064052,-0.15765914,-2.3305323
1523423834997,-1.0133328,-0.10705908,-2.4144218
1523423835028,-1.1025487,0.42983422,-2.2937808
1523423835048,-1.0341054,0.6578008,-2.147307
1523423835084,-0.67271453,-0.32597092,-2.4096282
1523423835109,-0.34967306,-1.139833,-2.21069
1523423835135,-0.060720075,-1.7656758,-1.73718
1523423835160,0.19441076,-2.2301311,-1.3334448
1523423835185,0.5075985,-2.0873857,-0.57391125
1523423835212,0.8383631,-2.1022995,0.24421188
1523423835236,1.391768,-2.4250746,0.80374205
1523423835261,1.7286578,-1.2314457,1.0916297
1523423835287,0.92331797,-1.5430355,0.294013
1523423835320,0.19574234,-0.8277105,-0.35659727
1523423835342,0.47990164,-0.04527374,-0.32650355
1523423878095,0.47404268,0.29294774,0.07643273
1523423878102,1.4040185,-0.25832662,1.2551478
1523423878112,-0.3581952,-0.25193503,-0.23382555
1523423878118,0.31931302,-0.22796659,-0.70200926
1523423878124,1.1201255,4.146542,0.12783173
1523423878127,2.4309335,4.3308325,1.0375676
1523423878147,1.7939054,0.80533993,2.6314695
1523423878174,1.9547603,0.5885586,1.5712651
1523423878200,2.0338562,1.087635,2.155829
1523423878229,1.8373148,1.5121429,2.2756712
1523423878252,1.3749901,1.2937636,1.8522285
1523423878288,1.1041466,1.2836437,1.4556838
1523423878311,0.6442187,1.5611451,1.1518172
1523423878331,0.56618804,1.7049558,0.8231831
1523423878359,0.12676647,1.23837,0.6447513
1523423878386,-0.30706248,0.7488809,0.5499428
1523423878411,-0.30040458,0.7057377,-0.43010053
1523423878443,-1.1664646,0.5885586,-1.5009576
1523423878470,-1.4335797,-0.20932446,-2.4900556
1523423878496,-1.7760621,-0.3158509,-2.373942
1523423878514,-2.1750038,0.82557994,-2.393383
1523423878529,-2.2269354,1.0647318,-2.5632925
1523423878555,-1.9579561,1.7896442,-2.3358586
1523423878583,-1.8104169,0.8793758,-2.2192123
1523423878596,-1.5973641,0.2647182,-2.4256072
1523423878622,-1.2468921,-1.0567423,-2.2647521
1523423878647,-0.90174633,-1.6181368,-1.780057
1523423878672,-0.55766594,-1.9877834,-1.2093415
1523423878697,-0.19787288,-2.3276029,-0.2974751
1523423878723,0.50173956,-2.1923141,0.80347574
1523423878747,1.3084111,-2.0330572,1.535845
1523423878774,0.95128113,-0.66632295,1.0562097
1523423878799,0.10839066,-1.1835088,-0.49135324
1523423878826,-0.619185,0.2972088,-0.7033408
1523423878859,-0.2695119,-0.13262543,-0.094808534
1523423878881,1.6940368,0.104928546,-0.41039312
1523423878903,-0.07536746,0.008522116,0.06711166
1523423878926,-0.52331114,1.2357068,-0.46205845
1523423878955,2.1883194,3.7982004,0.8410263
1523423878980,1.6690031,1.5275892,2.5326662
1523423879005,1.6168051,0.6535397,1.866876
1523423879033,1.9981698,1.1883025,1.5773903
1523423879056,1.958755,1.3688648,2.2245386
1523423879081,1.7622137,1.6399746,2.1632857
1523423879106,1.5656724,1.2756542,1.9222697
1523423879132,1.1100056,0.1949434,1.6271914
1523423879157,0.5733786,1.1243867,1.4993597
1523423879182,0.59787965,1.5430355,0.87112004
1523423879205,-0.038615838,1.1552793,0.36884782
1523423879230,-0.41998053,0.9651296,0.013582122
1523423879258,-1.1060108,1.4263891,-1.1949604
1523423879283,-1.4122744,1.2761868,-2.1222732
1523423879308,-1.500425,-0.7052051,-2.3981767
1523423879333,-2.3872576,-0.072970614,-2.641856
1523423879360,-2.7973845,1.222391,-2.5558357
1523423879385,-2.7254791,2.3052323,-2.2250712
1523423883072,-2.2082932,1.4935007,-2.419482
1523423883095,-1.5936357,-0.35579833,-2.7547739
1523423883177,1.4231933,-1.3640711,0.95953697
1523423883184,1.3206617,-0.6380934,0.8127968
1523423883229,0.7283746,0.87032104,-0.03834952
1523423883234,0.3768373,0.63010395,-0.8759137
1523423883241,0.4495416,-0.015978966,-0.66871977
1523423883250,0.1470065,0.9177253,-0.20053603
1523423883257,2.1899173,0.8245147,1.8935076
1523423883276,-0.63915867,0.16724652,-0.053263225
1523423883288,-0.30972564,3.4951327,0.34621096
1523423883306,2.0098877,4.8767805,1.7347832
1523423883330,1.1899004,2.1486385,2.546781
1523423883355,1.0258497,0.37124467,1.3467606
1523423883390,1.4199976,1.1765846,1.8136127
1523423883405,1.383246,1.8620822,2.037052
1523423883425,1.1792477,1.5318503,1.4871092
1523423883452,1.1483551,1.0349044,1.1856394
1523423883476,1.0357034,0.5965481,1.2785836
1523423883500,0.07590009,1.9542277,1.099353
1523423883525,0.1438107,1.4769892,1.0112023
1523423883552,-0.12516858,0.6098639,0.77418095
1523423883576,-0.48522797,0.57417756,0.6825682
1523423883607,-0.5499428,0.57790595,-0.34754252
1523423883623,-1.011735,0.33981937,-1.463407
1523423883649,-1.4737934,0.25885928,-2.505502
1523423883689,-1.6258599,-0.32277513,-2.5875273
1523423883692,-2.1201427,0.24341293,-2.087652
1523423883715,-2.711897,1.4572818,-2.6684875
1523423883741,-2.621616,1.5574167,-2.3619576
1523423883763,-2.5233452,1.1302456,-2.335326
1523423883787,-2.2178805,0.13262543,-2.6490464
1523423883812,-1.7531589,-1.3129385,-2.3374565
1523423883837,-1.149953,-2.2136195,-1.7286578
1523423883861,-0.6556703,-2.2503712,-1.0546118
1523423883888,0.018109497,-2.0378509,-0.22610238
1523423883912,0.67990506,-1.8370485,0.6873619
1523423883936,1.3946975,-2.4746094,1.4748586
1523423883960,0.61678815,-0.71479243,0.8066715
