timestamp,lin_acc_x,lin_acc_y,lin_acc_z
1523277832218,0.28651094,-1.113702,0.764555
1523277832222,-0.36120006,-0.90693533,-0.2824974
1523277832237,-0.13456303,1.0702857,-2.0716705
1523277832262,0.4934162,1.4112394,-1.9338617
1523277832286,-0.02775383,1.054976,-1.467617
1523277832321,0.6178616,1.4345425,-1.5922174
1523277832349,-0.1360209,-0.5703742,-3.6463041
1523277832363,0.24180126,-0.04673803,-2.815761
1523277832390,-0.86477983,1.5225947,0.33407116
1523277832416,-0.43590266,0.9088392,1.625946
1523277832441,-0.45596915,-0.50378096,1.1500397
1523277832467,-0.2726932,1.6887436,3.2097902
1523277832490,1.1226217,0.35775638,1.7395535
1523277832517,1.7121409,-0.79161215,1.2626381
1523277832543,1.4305294,-1.6936824,1.5739374
1523277832565,0.54625094,-1.2405976,1.4220638
1523277832593,-0.3027774,0.005775571,-0.28031158
1523277832618,-0.286878,-0.10797596,-0.633728
1523277832650,-0.062379956,-0.44981062,0.3104906
1523277832673,-0.3648705,0.39294446,0.26337528
1523277832921,-1.1081549,0.5460522,0.069293976
1523277832934,-1.2808588,0.20808709,-0.5513649
1523277832944,-0.08547765,0.60017776,-1.0817127
1523277832954,0.80791825,0.5313233,-2.078683
1523277832965,0.053715825,1.1060562,-2.119657
1523277832977,-0.09669095,0.1699655,-1.3636084
1523277832990,0.07250476,0.3294282,-0.5150385
1523277832995,0.23608041,0.6519151,-0.12214184
1523277833022,-0.02851665,0.40585446,0.6188574
1523277833086,0.06586325,0.33945894,0.8454838
1523277833095,-0.0721758,0.012948275,0.6039171
1523277833100,-0.6127144,-0.4139551,0.60398674
1523277833105,-0.9723172,0.7131114,0.46549606
1523277833109,-0.24549374,0.7605133,1.1622868
1523277833116,0.59712046,-0.16825008,1.8539095
1523277833121,0.35666162,0.51574063,0.9930954
1523277833149,-0.19871998,1.2567701,-1.0210886
1523277833156,-1.2386162,1.072022,-1.1727219
