timestamp,x,y,z
1519987273414,0.09337672,3.519584,8.7822
1519987273431,0.18196489,3.4429672,10.328901
1519987273456,0.06464542,3.5052183,9.627379
1519987273478,0.09337672,3.6081722,9.366403
1519987273507,0.0670397,3.6991546,9.268238
1519987273514,0.0670397,3.7302802,8.406299
1519987273533,0.0071828244,3.407053,8.796566
1519987273551,-0.12689656,3.3352249,9.364009
1519987273573,0.12210801,3.1604428,9.58907
1519987273596,-0.28013015,3.3208592,9.560339
1519987273614,-0.36632404,3.46691,9.474146
1519987273633,-0.3304099,3.6129606,8.894731
1519987273651,-0.08858817,3.6177492,8.502069
1519987273680,-0.014365649,3.5962007,8.956982
1519987273700,-0.076616794,3.675212,9.536397
1519987273716,-0.2466103,3.4429672,9.038387
1519987273731,-0.31843856,3.3136764,9.105427
1519987273753,0.1987248,3.632115,9.629773
1519987273774,-0.23463893,3.677606,9.208381
1519987273807,-0.42378664,3.6273263,8.794171
1519987273813,-0.17957062,3.668029,8.940222
1519987273832,0.011971374,3.7063375,9.105427
1519987273854,-0.035914123,3.7494342,9.253872
1519987273874,-0.22506183,3.7087317,8.700794
1519987273897,-0.17478207,3.6033835,8.724737
1519987273911,-0.21548474,3.6177492,8.961771
1519987273933,-0.35914123,3.6297207,9.332883
1519987273953,-0.28731298,3.677606,9.119793
1519987273973,-0.51955765,3.756617,8.655303
1519987273999,-0.14844504,3.727886,9.323306
1519987274014,-0.42139238,3.7542229,8.8085375
1519987274031,-0.5243462,3.4381785,9.091062
1519987274053,-0.38308397,3.605778,9.27542
1519987274073,-0.17717634,3.7542229,9.026416
1519987274098,-0.3328042,3.703943,8.640938
1519987274117,-0.36392978,3.6081722,9.035994
1519987274133,-0.4166038,3.5554981,9.471751
1519987274152,-0.54350036,3.6967604,9.385557
1519987274176,-0.34956414,3.605778,8.7822
1519987274191,-0.35914123,3.5770466,8.626573
1519987274213,-0.39266106,3.5890179,8.995291
1519987274234,-0.19154198,3.7494342,9.222747
1519987274253,-0.2944958,3.6919718,9.2490835
1519987274272,-0.40223816,3.7015488,8.968953
1519987274296,-0.51955765,3.510007,8.89952
1519987274317,-0.49082634,3.6919718,9.0288105
1519987274336,-0.24900457,3.7326744,9.074302
1519987274360,-0.26337022,3.5698638,9.318518
1519987274373,-0.38787252,3.7230973,9.165284
1519987274391,-0.2657645,3.6800003,8.909097
1519987274415,-0.39266106,3.5387383,8.93304
1519987274436,-0.3902668,3.502824,8.995291
1519987274454,-0.4644893,3.6225379,9.28021
1519987274475,-0.33759275,3.7207031,9.071907
1519987274496,-0.44772938,3.6584518,8.669669
1519987274513,-0.3040729,3.493247,8.968953
1519987274534,-0.5243462,3.6440864,9.035994
1519987274552,-0.53392327,3.7661943,9.093455
1519987274571,-0.4836435,3.7733772,9.399923
1519987274595,-0.5985687,3.5554981,9.172467
1519987274614,-0.723071,3.5507095,8.719949
1519987274634,-0.30167863,3.519584,8.827691
1519987274653,-0.43336374,3.6488748,9.27542
1519987274671,-0.8643332,3.581835,8.81572
1519987274691,-0.7326481,3.3831103,9.143736
1519987274714,-0.5554718,3.5674694,8.980925
1519987274731,-0.5363176,3.2729738,8.669669
1519987274751,-0.73743665,3.4645157,8.22194
1519987274773,-0.8379962,2.971295,8.954588
1519987274790,-0.76137936,3.6704233,9.450203
1519987274811,-0.41181526,3.7853484,10.13736
1519987274834,-0.72785956,3.955342,8.877971
1519987274850,-0.8092649,3.1556542,8.3129225
1519987274871,-1.5036045,2.2410412,7.946598
1519987274894,-1.4341706,2.3487835,7.4533772
1519987274912,-0.71588814,2.2841382,8.990502
1519987274936,-0.16520496,2.3727264,9.052753
1519987274953,-0.749408,2.221887,8.849239
1519987274972,-0.37829542,2.030345,8.332076
1519987274990,-1.333611,2.6121538,8.18842
1519987275013,-0.845179,2.4900458,8.755863
1519987275031,-0.69673395,2.3224466,8.945011
1519987275050,-0.76137936,1.908237,8.985713
1519987275072,-0.37590113,1.5754328,8.8085375
1519987275091,-0.43575802,1.9465454,8.885154
1519987275112,-0.30646718,2.2194927,8.492493
1519987275133,1.2210802,2.1620302,7.233104
1519987275151,2.5115943,2.1835787,6.8476257
1519987275171,2.3966691,1.5443072,6.038361
1519987275194,1.4964218,-0.16041641,9.1940155
1519987275213,0.17717634,1.2162915,7.8723755
1519987275232,0.7829279,2.1644244,8.004061
1519987275270,2.5762396,1.7933118,11.243514
1519987275275,1.0510867,1.2354459,16.185297
1519987275312,-1.6927522,4.146884,12.167705
1519987275315,8.48531,4.913052,14.79183
1519987275330,6.1101894,6.881146,13.103866
1519987275351,5.648094,7.738296,12.4622
1519987275373,5.777385,5.880339,9.490906
1519987275391,4.5874305,6.751855,0.27294734
1519987275411,3.5985951,8.107015,3.318465
1519987275432,1.2881198,8.803748,8.547561
1519987275450,-0.55786604,9.529214,6.428628
1519987275471,-3.110163,10.975356,9.184438
1519987275491,1.0486923,8.439818,9.136553
1519987275512,3.6704233,7.4102807,6.854809
1519987275532,2.9689007,5.813299,9.186832
1519987275555,2.7941186,5.3703585,10.288198
1519987275573,4.0966043,6.2777886,6.5196104
1519987275590,2.1045675,7.553937,6.7853746
1519987275611,5.3871183,6.589044,5.0926223
1519987275632,4.7143273,6.5387645,5.095017
1519987275650,3.1700199,7.1229677,4.2211065
1519987275672,4.5084195,6.6872096,3.9098508
1519987275691,3.2705793,6.7207294,4.1157584
1519987275712,3.083826,6.7494607,3.912245
1519987275732,2.3679378,6.694392,4.790944
1519987275752,6.814106,6.797346,7.4533772
1519987275771,8.219545,7.5323887,5.5786605
1519987275793,2.7366562,9.541185,6.2753944
1519987275810,3.9433706,8.200391,10.094262
1519987275831,7.0080423,6.2131433,7.937021
1519987275852,3.1604428,5.3081074,5.5355635
1519987275871,5.147691,2.1907616,2.5906053
1519987275891,4.4246197,5.504438,-1.6927522
1519987275912,1.9585168,0.72546524,5.3009243
1519987275931,-5.564295,6.0479383,6.4166565
1519987275951,-0.6703969,9.560339,6.517216
1519987275972,7.9418097,12.0025,2.8539755
1519987275991,8.403905,11.990528,-4.685596
1519987276011,2.5307484,9.366403,-1.9441512
1519987276032,1.2522057,5.5020437,5.7821736
1519987276050,3.6991546,5.6935854,3.3328304
1519987276071,6.1054006,9.486116,-0.4956149
1519987276091,6.035967,4.242655,-0.9696813
1519987276110,3.11974,6.3137026,1.0175668
1519987276131,7.283384,5.9234357,1.5395187
1519987276151,2.5594797,7.2809896,-1.5610672
1519987276171,-2.2721667,17.28427,8.913885
1519987276193,4.6760187,3.9098508,3.1580484
1519987276212,3.7207031,7.5443597,-0.1699935
1519987276230,9.850046,2.4445546,-0.7326481
1519987276251,12.677685,1.6352897,-7.4701376
1519987276272,-4.4749,4.6496816,0.7541966
1519987276290,-9.203592,7.082265,6.1892004
1519987276310,-5.2314906,6.682421,6.203566
