timestamp,acc_x,acc_y,acc_z
1523277732842,1.9189527,-7.801506,-1.83336
1523277732846,2.1649568,-10.994773,-3.803788
1523277732856,0.9463082,-9.405023,-3.3022027
1523277732870,1.9321208,-4.881179,-3.7307649
1523277732878,3.774459,-3.1908724,-1.543063
1523277732894,2.5025394,-1.7705121,-0.7906851
1523277732919,-0.0077811554,-2.1637597,-1.0187328
1523277732957,-2.332551,-6.131551,-2.690484
1523277732980,-1.3628993,-10.924144,-4.8626237
1523277732998,2.212841,-8.213907,-1.9728222
1523277733024,2.1535845,-5.60722,-1.4502877
1523277733050,1.3144168,-6.1423244,-1.2557588
1523277733074,0.34596214,-12.246342,-1.2234371
1523277733101,1.9542671,-14.291589,2.2816741
1523277733125,3.7858315,-13.280637,-0.18974048
1523277733152,4.722563,-14.922461,-2.3104045
1523277733177,2.3870192,-16.50802,0.42317516
1523277733203,6.11539,-13.464392,-0.14903906
1523277733228,4.332308,-12.006323,1.0169371
1523277733253,3.733159,-11.905168,-0.84335756
1523277733279,1.8722657,-10.972627,-0.50876784
1523277733312,1.9632454,-10.244789,-0.3357868
1523277733326,3.7373488,-10.0903635,-0.2789245
1523277733357,4.408324,-8.689755,-0.6877344
1523277733391,1.4167689,-5.8215013,-0.6398504
1523277734092,2.0320787,-6.704962,-0.15322891
1523277734096,3.457826,-7.229292,1.5526398
1523277734111,5.4623713,-7.946954,2.3636756
1523277734119,5.875371,-9.2907,0.3417723
1523277734149,4.818331,-11.469423,0.97384155
1523277734183,2.6886885,-13.998898,-3.4033577
1523277734195,-0.5734113,-16.457743,-0.21787235
1523277734205,-0.3393781,-16.50383,-0.23642741
1523277734230,1.5879543,-17.298706,-0.30765492
1523277734255,5.911284,-19.6133,-2.8496985
1523277734280,3.532046,-15.969924,-2.235586
1523277734306,-0.84216046,-11.681909,-2.5258827
1523277734332,0.6931214,-8.496424,-1.7932571
1523277734358,2.759916,-4.127005,0.053869538
1523277734384,1.5903485,-0.46208093,0.7469909
1523277734409,0.7625532,0.06404489,-0.3345897
1523277734435,1.0684125,-1.8375498,-0.7230489
1523277734460,2.7018566,-3.9211037,-0.61890113
1523277734486,3.0250738,-3.389591,-0.56682724
1523277734510,0.53809685,-3.6056678,-2.7790697
1523277734535,1.4736311,-14.320917,-3.454833
1523277734560,1.8950106,-14.392145,-4.0904937
1523277734585,2.3870192,-5.4312468,-4.063559
1523277734610,4.2784386,-7.0688806,4.8745947
1523277734637,3.309984,-17.39208,-1.9243397
1523277734662,0.6997054,-15.28159,2.5366566
1523277734686,5.3899465,-8.9519205,-1.1749545
1523277734712,2.473809,-18.137276,-2.771887
1523277734736,-1.4449008,-13.533225,1.0007763
1523277734764,3.4284968,-13.0202675,-0.80564886
1523277734787,3.079542,-12.325351,-0.81761986
1523277734822,0.557849,-8.710106,0.01436521
1523277734842,0.46447513,-6.699575,0.50158525
1523277734870,1.6837224,-8.3312235,-1.1569979
1523277734895,2.5791538,-5.78499,0.17956513
1523277734920,1.7711107,-2.5611973,0.12270284
1523277734944,-0.22864626,-2.7048495,0.83138657
1523277734969,0.93732995,-8.426991,-2.2930467
1523277734993,6.747459,-14.821904,0.56443304
1523277735016,3.8600516,-5.365406,-0.5291186
1523277735041,2.72939,-7.171831,3.151368
1523277735075,3.484162,-11.453861,-2.973
1523277735094,5.8598084,-14.601039,-3.311181
1523277735119,1.8417397,-14.67885,0.39504328
1523277735142,1.5233108,-16.348806,-3.2064347
1523277735167,2.2762873,-17.082031,-5.559935
1523277735191,2.8772318,-14.22934,-4.9440265
1523277735216,2.598906,-12.043433,-5.183447
1523277735240,3.9426517,-10.611102,-3.6433764
1523277735265,2.967613,-7.611766,-2.510919
1523277735290,1.9327193,-5.306748,-0.62608373
1523277735314,1.5269021,-2.8921957,0.3549404
1523277735339,0.5057751,0.50876784,-1.7938557
1523277735368,0.7577648,0.88765025,-2.1559787
1523277739127,1.8567034,0.41718966,-1.8794483
1523277739129,3.37762,-1.7830818,-0.51954174
1523277739180,2.89459,-5.2995653,-3.38181
1523277739199,2.397793,-8.003817,0.19632454
1523277739234,2.7275944,-6.223129,0.1328782
1523277739243,1.6418238,-5.473145,0.26515785
1523277739246,2.043451,-6.256049,-0.04369418
